virtual_field_id,point_id,ux_star,uy_star,exx_star,eyy_star,gxy_star
7,21,0,0,0.39699130449884,0.0603859284244171,-1.3026521168344645
8,21,0,0,-0.051197111816596905,-0.07972956385680847,1.79756116664464
9,21,0,0,0.8942133285134095,0.011445439091466015,0.248787309801083
10,21,0,0,0.044212378104198057,-0.20291398479554773,-1.0824271973882869
11,21,0,0,-0.15105187760692926,-0.7460982566525134,-1.2503155389231464
0,22,1,0,0.5112218145475347,0.39126465993323495,-1.786707511368078
1,22,0,0,-0.12268463749512722,0.9957013858999235,1.0592237388963208
2,22,0,0,1.0258368428852387,0.0389132069014598,-0.8450453279691511
3,22,0,0,-1.0836988273580606,0.3446049047503575,0.379280034365163
4,22,0,0,1.2873311116050654,1.0999796503420836,-0.1322286565311721
5,22,0,0,-1.2442058788608694,-0.31910659701089783,0.21723119481052466
6,22,0,0,-0.2020832453894041,-0.5778941080776558,0.2528848149698989
7,22,0,0,-0.5039577414106104,-0.628066083725374,0.31145283430343956
8,22,0,0,-0.4019925801292048,0.24410438897835213,0.2732040228521227
9,22,0,0,-1.1394290010915746,-0.4812411238654122,1.4377769399164624
10,22,0,0,-1.1620795127342871,-2.116654448970531,-1.8618451532425115
11,22,0,0,0.029109946576669203,0.03091727803269891,-0.11761085542512094
0,23,1,0,1.2141898289285016,-2.672834433102938,0.3959338744308236
1,23,0,0,1.5614382018035733,-1.127780764891714,-0.3798065117898951
2,23,0,0,-0.7528919172286209,-0.8943460460775288,-0.32626200502304
3,23,0,0,1.4274852836845047,1.8373866754875203,-0.3359392250401477
4,23,0,0,1.9050602140644701,0.035576476984624864,1.753691026701081
5,23,0,0,-0.09329864965349177,0.1310578260461443,0.36547447264283456
6,23,0,0,3.1788536793675353,0.8512855748447891,-0.7072645299514636
7,23,0,0,0.9689978702758579,-0.3618325370843415,-0.48975018290120914
8,23,0,0,0.9086013598921112,0.031085587771152785,0.2785759145118061
9,23,0,0,0.013985221865292462,0.3365831266054347,0.4249658974361492
10,23,0,0,-1.9369669327054153,0.6665726686095336,-0.9820194198303006
11,23,0,0,-1.4422991355594112,-0.05841124385868244,0.08398100331445427
0,24,1,0,-0.6935061645722808,0.8310318576679744,-1.342175166370907
1,24,0,0,-0.40694374877255896,-0.5848741349330007,-0.04658727033933937
2,24,0,0,0.2788642846472388,-1.0078929496235447,0.7242826774562282
3,24,0,0,0.06300236833469973,-1.8919462533119105,-1.958591440397031
4,24,0,0,-0.012319292929311235,-0.2209673177863541,-0.1034201135746335
5,24,0,0,-0.02798245653021798,0.22555983951018072,0.9476496098482997
6,24,0,0,-1.1111049009175582,-1.1719715929007948,-1.0933238578873825
7,24,0,0,0.2889166671687069,1.2449473786464456,-0.4313394382395105
8,24,0,0,-2.5016998441596545,-1.7039928626103755,-0.8330367227960116
9,24,0,0,-0.5577288874952148,-0.4083886272547264,0.038581122980917065
10,24,0,0,-0.3117463308224471,1.0493396105434072,-0.6760173056813688
11,24,0,0,-0.862317959475543,0.4788755385204616,-1.5356420699261193
